Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
103786,Marketing,22,51876,7,150,88,Yes
103787,IT,59,80727,6,230,100,Yes
103788,Sales,57,67046,14,216,100,Yes
103789,Finance,41,34817,1,184,95,Yes
103790,HR,25,111006,17,154,100,Yes
103791,IT,41,29759,17,132,100,Yes
103792,Support,49,68432,14,126,98,Yes
103793,Finance,40,26412,10,138,98,Yes
103794,Finance,58,77757,8,180,100,Yes
103795,IT,40,40504,8,189,100,Yes
103796,HR,45,28507,14,184,100,Yes
103797,Support,22,41050,7,175,92,Yes
103798,Operations,52,24820,6,216,100,Yes
103799,HR,46,27835,4,230,100,Yes
103800,Marketing,26,113167,1,216,97,Yes
103801,Sales,23,33587,15,144,100,Yes
103802,IT,53,77732,15,154,100,Yes
103803,Operations,21,71921,1,160,94,Yes
103804,Support,25,65499,20,207,100,Yes
103805,IT,33,26840,3,120,60,No
103806,IT,39,85077,23,240,100,Yes
103807,HR,32,51440,5,220,100,Yes
103808,Sales,45,55183,5,160,95,Yes
103809,Marketing,55,116172,4,168,100,Yes
103810,Finance,32,22389,17,216,100,Yes
103811,Finance,50,75076,21,168,100,Yes
103812,IT,25,86299,20,150,100,Yes
103813,Sales,54,109461,14,120,100,Yes
103814,Support,42,112085,8,120,79,No
103815,Support,59,59023,2,180,79,No
103816,Operations,33,70029,8,225,100,Yes
103817,HR,23,59941,1,184,100,Yes
103818,Sales,40,108993,4,216,100,Yes
103819,Sales,51,73950,19,144,100,Yes
103820,HR,25,106959,5,168,96,Yes
103821,Support,44,96054,5,138,81,Yes
103822,Support,53,85363,21,140,100,Yes
103823,Support,28,81742,20,160,100,Yes
103824,IT,44,117896,24,250,100,Yes
103825,Sales,40,65215,19,189,100,Yes
103826,Finance,36,67857,12,207,100,Yes
103827,HR,32,75476,20,132,100,Yes
103828,Support,33,48173,1,138,75,No
103829,Operations,59,29395,7,175,100,Yes
103830,Support,45,79768,17,189,100,Yes
103831,Support,52,104743,2,168,100,Yes
103832,Marketing,44,66229,11,126,86,Yes
103833,IT,29,46639,7,180,100,Yes
103834,HR,43,82583,17,220,100,Yes
103835,Marketing,33,48924,3,147,94,Yes
103836,Marketing,52,92969,22,144,100,Yes
103837,Operations,35,50104,6,120,81,Yes
103838,Sales,56,57594,22,176,100,Yes
103839,Operations,25,23664,11,144,82,Yes
103840,Sales,42,30528,18,198,100,Yes
103841,Sales,36,48190,18,225,100,Yes
103842,HR,30,86033,22,198,100,Yes
103843,Support,44,81161,10,240,100,Yes
103844,HR,38,93177,5,230,100,Yes
103845,IT,38,90179,23,132,100,Yes
103846,Sales,27,90592,23,230,100,Yes
103847,Marketing,24,52899,21,220,100,Yes
103848,Support,46,90979,24,200,100,Yes
103849,Finance,25,37241,22,240,100,Yes
103850,IT,36,66211,15,154,100,Yes
103851,HR,55,83472,21,147,100,Yes
103852,Operations,46,94248,20,175,100,Yes
103853,IT,38,93757,23,126,100,Yes
103854,IT,49,51346,4,225,100,Yes
103855,Support,43,101196,21,200,100,Yes
103856,IT,34,97124,21,132,100,Yes
103857,IT,35,62220,1,216,100,Yes
103858,Finance,53,37942,15,192,100,Yes
103859,Operations,45,69167,17,160,100,Yes
103860,Operations,41,56373,19,192,100,Yes
103861,Operations,37,87143,14,161,100,Yes
103862,Sales,43,22016,19,154,100,Yes
103863,Marketing,37,89110,18,147,100,Yes
103864,Operations,34,66309,2,192,95,Yes
103865,IT,49,27274,6,168,85,Yes
103866,IT,40,35748,13,140,100,Yes
103867,Operations,50,40175,17,176,100,Yes
103868,Support,39,31826,6,168,100,Yes
103869,Operations,59,103008,21,147,100,Yes
103870,IT,33,54129,22,175,100,Yes
103871,Sales,38,90009,5,216,100,Yes
103872,HR,43,43490,7,160,100,Yes
103873,HR,53,61435,1,150,75,No
103874,Operations,59,95017,13,147,94,Yes
103875,Finance,38,28520,19,126,100,Yes
103876,Operations,29,111951,22,198,100,Yes
103877,Support,53,103106,1,176,88,Yes
103878,Operations,52,81877,13,147,100,Yes
103879,HR,37,39798,11,175,100,Yes
103880,IT,39,74638,7,154,93,Yes
103881,Operations,47,89072,20,126,100,Yes
103882,IT,26,87309,3,225,100,Yes
103883,IT,55,49894,1,184,100,Yes
103884,Finance,57,82963,8,216,100,Yes
103885,IT,54,74567,17,161,100,Yes
103886,HR,40,55326,13,207,100,Yes
103887,Sales,45,75059,14,144,100,Yes
103888,Sales,24,25079,5,210,100,Yes
103889,Marketing,30,45838,24,210,100,Yes
103890,Support,30,107340,22,176,100,Yes
103891,Operations,44,67109,23,160,100,Yes
103892,Support,41,105211,24,189,100,Yes
103893,HR,31,45594,6,192,100,Yes
103894,IT,47,62749,22,120,100,Yes
103895,Sales,36,56292,6,168,100,Yes
103896,Support,46,94534,21,168,100,Yes
103897,HR,50,99233,8,216,100,Yes
103898,Sales,36,71818,13,140,100,Yes
103899,IT,27,33429,18,207,100,Yes
103900,Support,36,77748,23,200,100,Yes
103901,Sales,55,68807,4,192,100,Yes
103902,Operations,36,27140,17,132,100,Yes
103903,Operations,32,83226,5,147,85,Yes
103904,Marketing,55,34901,3,150,80,Yes
103905,Marketing,41,108815,4,210,100,Yes
103906,Sales,56,48525,23,126,100,Yes
103907,HR,37,40491,5,180,100,Yes
103908,Operations,52,88816,14,198,100,Yes
103909,HR,26,54980,15,132,100,Yes
103910,HR,44,115525,20,200,100,Yes
103911,Sales,47,28078,17,220,100,Yes
103912,HR,40,111654,6,132,77,No
103913,Operations,45,109521,10,176,100,Yes
103914,IT,22,68704,22,150,100,Yes
103915,Marketing,29,36997,23,161,100,Yes
103916,IT,48,99810,16,198,100,Yes
103917,HR,58,20868,17,154,100,Yes
103918,IT,23,46398,14,140,100,Yes
103919,Operations,40,101578,20,200,100,Yes
103920,Operations,26,117356,12,176,100,Yes
103921,HR,59,41246,9,207,100,Yes
103922,Sales,53,40561,15,154,100,Yes
103923,IT,21,36254,12,198,100,Yes
103924,Sales,57,54512,14,176,100,Yes
103925,Sales,26,109532,22,144,100,Yes
103926,Finance,54,114154,18,161,100,Yes
103927,HR,35,97395,20,168,100,Yes
103928,Marketing,46,77865,6,198,98,Yes
103929,Operations,34,43580,4,168,93,Yes
103930,Operations,27,90959,23,138,100,Yes
103931,HR,51,92144,12,176,100,Yes
103932,Support,44,62485,13,189,100,Yes
103933,Support,51,70621,19,175,100,Yes
103934,Support,49,70665,22,147,100,Yes
103935,Marketing,52,90412,13,230,100,Yes
103936,Operations,37,70603,12,198,100,Yes
103937,HR,34,41038,20,240,100,Yes
103938,Operations,56,113542,3,230,100,Yes
103939,Sales,44,116346,3,144,86,Yes
103940,IT,47,34325,14,198,100,Yes
103941,IT,45,55892,18,147,100,Yes
103942,Operations,52,21753,19,225,100,Yes
103943,Finance,38,115067,10,150,100,Yes
103944,Marketing,38,37996,17,207,100,Yes
103945,Support,57,88811,15,207,100,Yes
103946,Marketing,46,94283,19,230,100,Yes
103947,Marketing,29,65211,9,180,94,Yes
103948,Sales,55,82820,4,250,100,Yes
103949,Marketing,28,20824,15,250,100,Yes
103950,IT,40,33880,19,176,100,Yes
103951,Sales,42,86617,16,120,100,Yes
103952,HR,39,31517,8,230,100,Yes
103953,Marketing,50,41683,17,207,100,Yes
103954,Marketing,48,36876,21,240,100,Yes
103955,HR,55,76354,1,200,100,Yes
103956,Marketing,31,93802,7,210,100,Yes
103957,HR,51,96719,21,175,100,Yes
103958,Sales,59,106602,18,154,100,Yes
103959,IT,56,98413,12,147,100,Yes
103960,HR,50,29982,16,147,100,Yes
103961,Finance,43,94504,1,176,74,No
103962,HR,39,46598,15,230,100,Yes
103963,Marketing,32,34639,7,200,100,Yes
103964,Support,35,90210,17,216,100,Yes
103965,Support,51,89852,3,138,74,No
103966,Sales,57,29695,11,184,100,Yes
103967,Operations,57,68582,6,140,91,Yes
103968,Sales,35,51094,6,147,91,Yes
103969,Operations,49,80635,15,189,100,Yes
103970,Support,46,42187,7,250,100,Yes
103971,Support,22,21214,11,126,99,Yes
103972,HR,40,43940,17,192,100,Yes
103973,IT,35,64406,23,240,100,Yes
103974,Finance,24,111221,18,240,100,Yes
103975,Sales,42,63481,22,176,100,Yes
103976,Marketing,58,35977,24,200,100,Yes
103977,Operations,43,64839,21,192,100,Yes
103978,Marketing,46,77874,19,160,100,Yes
103979,IT,31,78414,8,140,85,Yes
103980,Operations,48,45538,24,230,100,Yes
103981,Sales,22,76241,20,230,100,Yes
103982,HR,28,93501,8,175,100,Yes
103983,Marketing,49,95133,21,230,100,Yes
103984,IT,31,80481,11,184,100,Yes
103985,Sales,57,47740,21,120,100,Yes
103986,Support,38,83328,3,230,100,Yes
103987,Support,34,92105,23,120,100,Yes
103988,Sales,30,70643,14,144,100,Yes
103989,Sales,55,31881,9,168,100,Yes
103990,Sales,29,56996,1,225,100,Yes
103991,Operations,55,52177,1,220,100,Yes
103992,Sales,31,57177,12,161,100,Yes
103993,Marketing,32,86126,11,168,100,Yes
103994,IT,23,76531,21,144,100,Yes
103995,Operations,59,46119,1,250,100,Yes
103996,Sales,34,47915,20,147,100,Yes
103997,Finance,48,22708,12,168,100,Yes
103998,Finance,31,58749,17,175,100,Yes
103999,IT,59,64989,15,160,100,Yes
104000,Support,45,42106,2,198,100,Yes
104001,HR,41,37131,18,200,100,Yes
104002,HR,30,66553,16,168,100,Yes
104003,Support,35,78144,4,132,69,No
104004,Operations,39,26553,8,168,100,Yes
104005,Operations,42,37881,2,225,100,Yes
104006,Operations,41,21379,14,140,93,Yes
104007,HR,52,110791,15,176,100,Yes
104008,Finance,43,89306,9,168,100,Yes
104009,HR,33,39726,2,168,100,Yes
104010,Marketing,25,29088,17,225,100,Yes
104011,Sales,24,54314,10,207,100,Yes
104012,Operations,48,75041,9,144,84,Yes
104013,Finance,34,36350,2,168,78,No
104014,IT,28,119599,24,200,100,Yes
104015,IT,29,101397,19,126,100,Yes
104016,Sales,55,99509,17,161,100,Yes
104017,Finance,57,37769,11,192,100,Yes
104018,HR,41,67249,17,154,100,Yes
104019,HR,38,102862,10,198,100,Yes
104020,Marketing,53,66365,18,240,100,Yes
104021,Marketing,28,70185,23,132,100,Yes
104022,HR,37,22786,6,200,100,Yes
104023,IT,51,21620,16,144,100,Yes
104024,Operations,54,56303,18,216,100,Yes
104025,IT,26,39589,20,189,100,Yes
104026,Marketing,42,22882,18,180,100,Yes
104027,Sales,34,82248,1,189,93,Yes
104028,HR,23,69322,3,220,100,Yes
104029,Marketing,32,44524,15,140,100,Yes
104030,Marketing,56,29745,20,168,100,Yes
104031,Operations,32,35861,10,220,100,Yes
104032,HR,22,111707,21,161,100,Yes
104033,Operations,22,111735,5,198,100,Yes
104034,HR,35,74261,15,140,100,Yes
104035,Operations,43,22837,23,120,100,Yes
104036,IT,49,94135,14,168,100,Yes
104037,Sales,37,101447,15,150,100,Yes
104038,Sales,52,74380,10,184,100,Yes
104039,HR,27,106089,24,144,100,Yes
104040,Finance,50,69831,9,138,100,Yes
104041,Support,48,109349,12,207,100,Yes
104042,Marketing,34,58255,7,216,100,Yes
104043,Marketing,50,49520,5,198,98,Yes
104044,HR,37,49541,24,126,100,Yes
104045,Operations,52,85772,10,230,100,Yes
104046,Finance,26,47350,8,180,100,Yes
104047,IT,44,64397,22,216,100,Yes
104048,Operations,26,97085,20,150,100,Yes
104049,Operations,47,83865,16,176,100,Yes
104050,HR,38,75956,12,184,100,Yes
104051,HR,44,47453,9,175,98,Yes
104052,Marketing,57,82345,10,176,100,Yes
104053,HR,44,32906,16,216,100,Yes
104054,HR,58,34988,10,250,100,Yes
104055,HR,54,47723,9,140,100,Yes
104056,Marketing,35,53800,3,230,100,Yes
104057,IT,31,59107,19,230,100,Yes
104058,IT,42,47430,11,225,100,Yes
104059,Support,44,52535,6,132,78,No
104060,Support,21,88476,6,144,68,No
104061,HR,38,107329,15,126,100,Yes
104062,Support,32,97798,15,184,100,Yes
104063,Marketing,48,72284,13,120,100,Yes
104064,IT,27,76232,22,207,100,Yes
104065,Operations,43,64420,5,184,100,Yes
104066,IT,41,57710,14,126,100,Yes
104067,IT,54,92497,21,210,100,Yes
104068,Marketing,31,112035,2,216,100,Yes
104069,Support,42,60498,23,207,100,Yes
104070,Operations,55,51283,12,161,100,Yes
104071,Marketing,49,86169,20,198,100,Yes
104072,HR,48,92358,14,220,100,Yes
104073,Sales,38,82457,19,225,100,Yes
104074,IT,34,45968,24,175,100,Yes
104075,Sales,38,82508,20,180,100,Yes
104076,Marketing,48,83220,15,180,100,Yes
104077,Marketing,44,105366,20,154,100,Yes
104078,Marketing,28,25738,24,225,100,Yes
104079,Sales,28,23098,17,160,100,Yes
104080,Marketing,24,115424,14,207,100,Yes
104081,HR,47,93633,23,150,100,Yes
104082,Marketing,56,98672,18,126,100,Yes
104083,Finance,25,58244,22,200,100,Yes
104084,Support,53,28253,24,207,100,Yes
104085,Sales,54,74333,5,220,100,Yes
104086,Finance,50,70969,22,216,100,Yes
104087,Marketing,28,110744,12,144,100,Yes
104088,HR,59,90423,10,154,95,Yes
104089,IT,46,64411,8,184,100,Yes
104090,Operations,57,95028,6,140,99,Yes
104091,Support,54,55421,15,250,100,Yes
104092,Operations,27,21454,12,225,100,Yes
104093,Marketing,48,37522,6,200,100,Yes
104094,Support,59,58575,12,168,100,Yes
104095,Support,59,23192,15,198,100,Yes
104096,HR,48,75268,12,220,100,Yes
104097,Support,34,101311,9,126,88,Yes
104098,Sales,58,30402,19,144,100,Yes
104099,Finance,24,98610,21,176,100,Yes
104100,Finance,38,100781,2,126,70,No
104101,Finance,45,56527,13,120,84,Yes
104102,Sales,27,72181,13,168,100,Yes
104103,Operations,58,111472,8,144,100,Yes
104104,HR,48,47002,13,132,91,Yes
104105,Support,25,101219,4,154,97,Yes
104106,Sales,23,32460,6,138,66,No
104107,Finance,51,50482,6,120,66,No
104108,Marketing,40,36447,21,160,100,Yes
104109,IT,39,68228,12,150,100,Yes
104110,Support,31,103265,12,126,93,Yes
104111,Sales,23,70126,17,168,100,Yes
104112,Sales,43,40545,7,161,100,Yes
104113,HR,27,75114,15,150,100,Yes
104114,HR,43,113740,24,200,100,Yes
104115,Sales,27,95350,17,147,100,Yes
104116,Finance,54,77801,10,140,97,Yes
104117,IT,39,33890,23,120,100,Yes
104118,Support,29,72482,20,200,100,Yes
104119,HR,38,83397,6,147,100,Yes
104120,Support,45,21740,9,176,100,Yes
104121,Finance,34,50121,15,220,100,Yes
104122,Support,45,31218,16,200,100,Yes
104123,Marketing,39,91591,21,189,100,Yes
104124,HR,59,108241,8,184,100,Yes
104125,Finance,35,54722,16,168,100,Yes
104126,Finance,36,69431,5,200,100,Yes
104127,IT,47,71543,18,160,100,Yes
104128,IT,30,62000,20,225,100,Yes
104129,Marketing,24,91975,14,216,100,Yes
104130,Finance,39,50921,2,150,74,No
104131,Operations,48,119265,23,147,100,Yes
104132,Finance,41,108747,23,120,100,Yes
104133,IT,34,50614,3,216,100,Yes
104134,Operations,53,81189,14,176,100,Yes
104135,HR,30,37601,7,207,100,Yes
104136,HR,39,113332,15,250,100,Yes
104137,Support,50,91543,17,200,100,Yes
104138,Sales,42,40514,1,144,67,No
104139,IT,23,103312,9,184,100,Yes
104140,Sales,57,87612,22,250,100,Yes
104141,Operations,38,110886,14,198,100,Yes
104142,IT,31,36292,16,168,100,Yes
104143,Marketing,22,51510,21,147,100,Yes
104144,Finance,32,48000,13,140,100,Yes
104145,Marketing,26,50383,6,198,100,Yes
104146,Operations,49,31785,22,161,100,Yes
104147,IT,50,60910,1,230,100,Yes
104148,Operations,22,59028,21,198,100,Yes
104149,Finance,29,44855,4,147,78,No
104150,HR,22,44281,3,150,81,Yes
104151,HR,49,24841,17,189,100,Yes
104152,Operations,53,117204,2,225,100,Yes
104153,Sales,30,80155,19,200,100,Yes
104154,IT,54,46918,20,161,100,Yes
104155,IT,28,76313,23,150,100,Yes
104156,HR,57,37443,22,220,100,Yes
104157,Support,53,52250,8,225,100,Yes
104158,Marketing,26,21922,15,220,100,Yes
104159,Support,39,51976,6,200,100,Yes
104160,Finance,52,31991,23,230,100,Yes
104161,Marketing,47,73744,20,168,100,Yes
104162,Marketing,21,42733,2,240,100,Yes
104163,Operations,53,22473,15,147,100,Yes
104164,HR,52,28108,20,147,100,Yes
104165,Support,25,48715,12,144,100,Yes
104166,Support,37,52210,3,138,61,No
104167,HR,28,57317,10,250,100,Yes
104168,Support,54,85516,14,200,100,Yes
104169,HR,29,53362,22,168,100,Yes
104170,Operations,43,74604,14,250,100,Yes
104171,Sales,55,24889,3,210,100,Yes
104172,Marketing,27,109557,1,230,100,Yes
104173,Operations,35,93748,20,207,100,Yes
104174,IT,40,51971,1,198,100,Yes
104175,Finance,45,70551,2,184,100,Yes
104176,Sales,23,23201,19,184,100,Yes
104177,IT,44,109882,24,147,100,Yes
104178,Marketing,54,57958,10,160,100,Yes
104179,Support,42,99251,4,147,77,No
104180,HR,31,25681,4,250,100,Yes
104181,Marketing,28,66870,13,184,100,Yes
104182,Operations,59,102256,9,176,100,Yes
104183,Finance,55,87203,7,160,100,Yes
104184,Operations,58,48152,16,154,100,Yes
104185,Sales,28,70061,18,168,100,Yes
104186,Sales,57,77619,3,132,65,No
104187,Finance,47,78235,20,154,100,Yes
104188,IT,48,93740,20,175,100,Yes
104189,IT,54,57890,10,207,100,Yes
104190,Sales,52,110073,24,200,100,Yes
104191,Sales,35,81401,22,161,100,Yes
104192,Support,37,31217,16,200,100,Yes
104193,HR,53,68351,3,184,89,Yes
104194,Support,36,53741,11,207,100,Yes
104195,Support,49,40654,10,184,100,Yes
104196,IT,29,81314,16,154,100,Yes
104197,Finance,53,21408,8,192,100,Yes
104198,IT,49,62903,9,138,100,Yes
104199,HR,33,104208,15,144,100,Yes
104200,Operations,41,21218,21,216,100,Yes
104201,Sales,41,70572,3,147,72,No
104202,Sales,25,78798,4,189,100,Yes
104203,HR,30,50105,13,120,100,Yes
104204,Support,26,89634,12,175,100,Yes
104205,Finance,33,85063,21,168,100,Yes
104206,Sales,21,27619,9,161,100,Yes
104207,Marketing,40,31939,14,240,100,Yes
104208,Support,28,38226,19,175,100,Yes
104209,Sales,30,45322,7,160,96,Yes
104210,Marketing,29,78215,16,210,100,Yes
104211,HR,23,36878,22,198,100,Yes
104212,HR,31,26560,20,175,100,Yes
104213,Support,32,58278,5,180,100,Yes
104214,Sales,30,56212,10,161,100,Yes
104215,IT,45,114835,18,150,100,Yes
104216,Marketing,45,93079,11,144,100,Yes
104217,Finance,31,43946,7,184,100,Yes
104218,Sales,56,51740,14,138,100,Yes
104219,Finance,59,27253,20,250,100,Yes
104220,Sales,46,99311,18,220,100,Yes
104221,IT,34,52813,11,154,100,Yes
104222,IT,59,84331,22,225,100,Yes
104223,Support,21,47632,12,250,100,Yes
104224,Support,24,68365,18,175,100,Yes
104225,IT,50,87593,2,216,100,Yes
104226,Operations,32,53431,23,126,100,Yes
104227,IT,55,57436,1,161,89,Yes
104228,HR,33,38413,23,225,100,Yes
104229,HR,51,115761,10,168,100,Yes
104230,Operations,58,58485,21,192,100,Yes
104231,Marketing,43,88232,1,230,100,Yes
104232,Finance,24,36101,6,189,100,Yes
104233,Sales,36,28831,7,184,100,Yes
104234,Sales,27,104583,17,220,100,Yes
104235,Operations,42,71897,9,175,100,Yes
104236,HR,49,25004,7,154,87,Yes
104237,Support,31,108241,17,180,100,Yes
104238,Sales,53,65924,3,216,100,Yes
104239,HR,49,41509,16,225,100,Yes
104240,Marketing,59,57170,5,189,85,Yes
104241,Finance,32,63555,20,184,100,Yes
104242,Marketing,27,34662,18,160,100,Yes
104243,Operations,59,85930,1,240,100,Yes
104244,IT,46,67403,4,192,100,Yes
104245,IT,29,56365,23,168,100,Yes
104246,IT,54,82188,11,210,100,Yes
104247,Marketing,33,96060,20,200,100,Yes
104248,Sales,56,118633,9,198,100,Yes
104249,Finance,45,46673,8,160,100,Yes
104250,IT,44,83471,8,126,75,No
104251,Operations,37,37156,5,230,100,Yes
104252,Operations,22,77287,12,168,100,Yes
104253,IT,33,21645,1,184,100,Yes
104254,IT,51,79076,15,161,100,Yes
104255,Finance,49,114585,18,216,100,Yes
104256,IT,48,95351,6,189,100,Yes
104257,Finance,47,70151,10,154,81,Yes
104258,Operations,35,87384,14,161,100,Yes
104259,IT,51,119865,21,144,100,Yes
104260,Marketing,35,53541,8,220,100,Yes
104261,Support,53,92847,3,189,95,Yes
104262,Marketing,40,107099,22,154,100,Yes
104263,Operations,32,100739,22,147,100,Yes
104264,Finance,57,70955,19,230,100,Yes
104265,Marketing,29,29290,12,140,100,Yes
104266,Finance,43,78942,12,120,91,Yes
104267,Marketing,28,102667,15,250,100,Yes
104268,Marketing,52,50143,7,150,83,Yes
104269,Finance,34,44509,4,184,100,Yes
104270,Sales,47,107780,21,198,100,Yes
104271,Marketing,45,56741,9,147,81,Yes
104272,IT,33,46898,22,200,100,Yes
104273,Support,41,119919,16,126,100,Yes
104274,Operations,51,105674,13,207,100,Yes
104275,Sales,57,82948,4,198,92,Yes
104276,Finance,25,81768,24,147,100,Yes
104277,Sales,33,63262,9,198,100,Yes
104278,HR,48,25506,21,140,100,Yes
104279,HR,45,40605,18,168,100,Yes
104280,Marketing,55,98590,15,168,100,Yes
104281,Marketing,59,48231,15,120,88,Yes
104282,IT,27,99397,6,198,100,Yes
104283,Support,58,97123,11,207,100,Yes
104284,Operations,52,33515,8,216,100,Yes
104285,Sales,23,107211,21,175,100,Yes
104286,HR,59,58622,17,210,100,Yes
104287,Marketing,57,36600,24,175,100,Yes
104288,Operations,42,47892,17,120,96,Yes
104289,Sales,28,103279,24,147,100,Yes
104290,Marketing,37,89310,18,189,100,Yes
104291,Marketing,47,41801,4,192,100,Yes
104292,HR,53,57695,15,144,100,Yes
104293,HR,37,48853,2,192,97,Yes
104294,Marketing,32,24429,2,144,72,No
104295,Finance,47,24606,10,138,100,Yes
104296,Marketing,28,24478,3,198,100,Yes
104297,Operations,43,103816,8,168,87,Yes
104298,Marketing,49,60134,20,180,100,Yes
104299,IT,40,89963,7,189,100,Yes
104300,Support,36,90897,12,225,100,Yes
104301,IT,37,45475,19,192,100,Yes
104302,IT,36,86177,15,120,100,Yes
104303,Finance,39,41730,14,230,100,Yes
104304,Finance,28,41113,16,140,99,Yes
104305,Marketing,58,40011,14,225,100,Yes
104306,IT,58,75746,3,150,84,Yes
104307,Finance,49,62853,18,140,100,Yes
104308,HR,56,105195,22,230,100,Yes
104309,Marketing,46,56818,6,250,100,Yes
104310,Operations,51,57321,17,207,100,Yes
104311,Support,32,41309,23,210,100,Yes
104312,Sales,37,38688,14,240,100,Yes
104313,Marketing,35,48176,14,175,100,Yes
104314,Sales,29,88879,20,140,100,Yes
104315,IT,59,87592,13,198,100,Yes
104316,Support,32,104728,3,132,70,No
104317,Sales,52,109012,13,189,100,Yes
104318,IT,45,29416,24,176,100,Yes
104319,HR,59,59994,2,210,100,Yes
104320,Sales,38,86422,9,144,100,Yes
104321,Support,35,28584,13,147,100,Yes
104322,Marketing,52,113302,8,184,100,Yes
104323,IT,26,38830,16,184,100,Yes
104324,Marketing,55,105825,24,230,100,Yes
104325,Support,54,97066,3,175,93,Yes
104326,Finance,58,23591,13,138,100,Yes
104327,IT,25,113878,4,161,100,Yes
104328,Sales,38,41395,18,230,100,Yes
104329,IT,36,74182,2,184,91,Yes
104330,Marketing,28,36738,20,250,100,Yes
104331,HR,45,22631,22,207,100,Yes
104332,IT,52,37905,21,184,100,Yes
104333,Sales,46,39056,15,240,100,Yes
104334,Finance,42,109082,17,150,100,Yes
104335,Operations,51,55447,10,138,98,Yes
104336,HR,30,74418,1,126,36,No
104337,Finance,32,57190,6,216,100,Yes
104338,IT,48,46014,3,175,73,No
104339,Marketing,26,92999,19,132,100,Yes
104340,Support,40,70278,7,180,100,Yes
104341,Marketing,25,21780,13,150,100,Yes
104342,Sales,43,111643,13,216,100,Yes
104343,Marketing,29,79258,17,138,100,Yes
104344,HR,49,117123,1,168,100,Yes
104345,Marketing,36,62192,14,200,100,Yes
104346,Sales,42,79300,3,120,64,No
104347,Operations,28,110504,14,250,100,Yes
104348,IT,40,119129,24,138,100,Yes
104349,Support,34,63923,1,161,77,No
104350,IT,59,109196,16,210,100,Yes
104351,Marketing,57,22395,10,180,100,Yes
104352,Finance,54,117384,13,138,99,Yes
104353,IT,31,35779,4,120,83,Yes
104354,Operations,53,91028,9,189,100,Yes
104355,Marketing,51,49722,14,154,97,Yes
104356,Support,54,27111,4,160,83,Yes
104357,Sales,27,29984,10,126,67,No
104358,Operations,43,117552,8,189,100,Yes
104359,Marketing,27,113176,23,168,100,Yes
104360,Operations,45,92328,3,144,76,No
104361,IT,23,46924,23,250,100,Yes
104362,Support,58,72703,7,207,100,Yes
104363,Sales,40,52577,10,200,100,Yes
104364,Marketing,54,27711,3,175,100,Yes
104365,HR,50,105548,2,192,100,Yes
104366,Sales,37,119869,15,180,100,Yes
104367,HR,30,24096,9,150,99,Yes
104368,Operations,55,86555,15,144,100,Yes
104369,Finance,40,109848,17,184,100,Yes
104370,Sales,38,95012,7,210,100,Yes
104371,Operations,47,28254,20,250,100,Yes
104372,HR,56,117955,18,225,100,Yes
104373,IT,43,97120,15,180,100,Yes
104374,IT,52,25965,18,210,100,Yes
104375,Finance,30,97000,24,207,100,Yes
104376,Sales,31,97975,23,200,100,Yes
104377,Sales,58,77987,12,176,100,Yes
104378,Sales,26,52963,23,198,100,Yes
104379,Operations,54,113976,21,220,100,Yes
104380,Support,56,23273,8,207,100,Yes
104381,Support,57,35330,2,132,59,No
104382,Finance,37,41494,2,150,73,No
104383,Sales,32,96422,5,140,79,No
104384,Operations,41,23212,1,250,100,Yes
104385,IT,39,103441,22,154,100,Yes
104386,HR,23,107594,4,200,100,Yes
104387,Operations,38,21080,6,225,100,Yes
104388,Support,39,52675,23,230,100,Yes
104389,Support,26,42007,13,126,100,Yes
104390,IT,36,102641,19,225,100,Yes
104391,IT,28,115815,11,144,100,Yes
104392,HR,38,66815,13,198,100,Yes
104393,IT,59,103482,8,240,100,Yes
104394,Finance,32,20639,7,210,100,Yes
104395,HR,30,83593,13,138,100,Yes
104396,IT,27,98038,1,200,100,Yes
104397,Marketing,21,113899,6,230,100,Yes
104398,Operations,56,23736,7,168,90,Yes
104399,IT,41,36473,16,216,100,Yes
104400,Finance,57,54019,15,200,100,Yes
104401,Sales,44,106623,20,132,100,Yes
104402,IT,45,114025,2,140,94,Yes
104403,Support,27,56820,23,161,100,Yes
104404,Support,37,104861,16,126,100,Yes
104405,Support,49,77589,17,175,100,Yes
104406,Sales,50,85807,24,144,100,Yes
104407,Support,27,38414,15,220,100,Yes
104408,Marketing,53,44220,3,192,100,Yes
104409,IT,27,80531,4,154,90,Yes
104410,Support,44,62425,12,250,100,Yes
104411,HR,31,29387,5,140,83,Yes
104412,Sales,29,96815,17,180,100,Yes
104413,Marketing,32,47584,6,126,74,No
104414,HR,55,64783,10,126,100,Yes
104415,HR,24,59809,22,220,100,Yes
104416,HR,56,74327,18,198,100,Yes
104417,HR,48,30857,10,176,100,Yes
104418,IT,33,62261,6,198,100,Yes
104419,Support,43,93588,24,225,100,Yes
104420,Operations,39,36995,6,200,100,Yes
104421,IT,57,33580,20,160,100,Yes
104422,IT,59,38240,15,189,100,Yes
104423,Marketing,44,103446,4,147,69,No
104424,Marketing,36,95752,16,161,100,Yes
104425,Support,53,66111,22,189,100,Yes
104426,Operations,32,110447,24,147,100,Yes
104427,Marketing,54,54866,8,192,100,Yes
104428,Support,27,100974,7,192,100,Yes
104429,Support,31,93401,19,161,100,Yes
104430,Finance,51,102093,17,176,100,Yes
104431,Operations,49,32211,21,138,100,Yes
